iter	Passed	Remaining
1665	120669	2390
1666	120748	2317
1667	120822	2245
1668	120900	2173
1669	120974	2100
1670	121053	2028
1671	121129	1956
1672	121209	1883
1673	121288	1811
1674	121363	1738
1675	121439	1666
1676	121516	1594
1677	121592	1521
1678	121666	1449
1679	121740	1376
1680	121812	1304
1681	121889	1231
1682	121967	1159
1683	122045	1087
1684	122129	1014
1685	122201	942
1686	122276	869
1687	122348	797
1688	122423	724
1689	122506	652
1690	122590	579
1691	122673	507
1692	122751	435
1693	122831	362
1694	122912	290
1695	122993	217
1696	123067	145
1697	123141	72
1698	123221	0
